,LF-delta,LF-theta,LF-alpha,LF-beta,LF-gamma,LF-broadband,LC-delta,LC-theta,LC-alpha,LC-beta,LC-gamma,LC-broadband,LP-delta,LP-theta,LP-alpha,LP-beta,LP-gamma,LP-broadband,LO-delta,LO-theta,LO-alpha,LO-beta,LO-gamma,LO-broadband,RF-delta,RF-theta,RF-alpha,RF-beta,RF-gamma,RF-broadband,RC-delta,RC-theta,RC-alpha,RC-beta,RC-gamma,RC-broadband,RP-delta,RP-theta,RP-alpha,RP-beta,RP-gamma,RP-broadband,RO-delta,RO-theta,RO-alpha,RO-beta,RO-gamma,RO-broadband,FZ-delta,FZ-theta,FZ-alpha,FZ-beta,FZ-gamma,FZ-broadband,CZ-delta,CZ-theta,CZ-alpha,CZ-beta,CZ-gamma,CZ-broadband,PZ-delta,PZ-theta,PZ-alpha,PZ-beta,PZ-gamma,PZ-broadband,OZ-delta,OZ-theta,OZ-alpha,OZ-beta,OZ-gamma,OZ-broadband,all-delta,all-theta,all-alpha,all-beta,all-gamma,all-broadband
07-induction3,-85.0214857660309,-86.17451694532545,-89.64068350661721,-94.22387978335236,-101.35352949518293,-93.82279689810164,-87.24952887577692,-87.94721387814549,-89.99769699382205,-94.19088345234772,-102.24661719153083,-94.46699582621362,-88.51499785839911,-88.67461477934377,-90.10567156571226,-93.93878304045127,-102.8976851707675,-94.72640208124048,-88.96988179540372,-88.51989652723782,-89.39592480584429,-92.65705281355102,-101.90515124100622,-93.86053188919811,-84.76896852078997,-86.02651363902393,-89.70330689713643,-94.47636934445865,-101.83467253693651,-94.02291324493555,-86.8543442326417,-87.72158315058691,-90.06806155841583,-94.48175044518703,-102.74569763290606,-94.66761100272511,-88.31668236848373,-88.69558575905523,-90.2521309070744,-93.54144683002781,-102.70396147123195,-94.49608134478183,-87.81960221480054,-87.95760676493008,-89.25922347330362,-92.11969799462909,-101.19253384278451,-93.25564080358265,-83.46369056592575,-84.73306680294807,-88.62063175803345,-93.53106807589526,-100.72470704503405,-92.95189630810212,-84.96728506385716,-85.62808003007262,-87.64171075408548,-91.95424224952598,-100.72590968885824,-92.38459401930277,-86.00492403196613,-86.19651865600335,-87.77810220858159,-91.51985973200291,-101.12198908366165,-92.46238863997182,-91.09668369964946,-91.40796554714278,-93.21074195890188,-96.30801525594423,-102.88375668589727,-96.63108515721862,-86.85811958618086,-87.52721399722316,-89.83610575170496,-93.90340659478612,-102.13024292358956,-94.21123763206205
07-induction4,-84.10642687318051,-85.32682976311214,-88.82845915726324,-92.94976639461578,-98.15542466723147,-92.19242262374055,-86.70698156999148,-87.52159687106118,-89.70212387386621,-93.24419614750686,-98.94592862769464,-93.08944065479362,-88.25934532679355,-88.44477713937658,-89.8478447534417,-92.99618442929255,-99.48750832909218,-93.37535679741589,-88.68588403094313,-88.0979447398177,-88.81946219462414,-91.85787734092277,-99.28226867957684,-92.71694106984795,-84.06526565106152,-85.30381433518266,-89.02139609501546,-93.25722330259663,-98.68340504807564,-92.47564935631337,-86.50031812817569,-87.3977072951272,-89.85242518942584,-93.66182124495407,-99.80934487324129,-93.47520083981253,-88.06739409912753,-88.46476659160669,-90.05962791622045,-92.89232437183215,-99.92581633746377,-93.44217891238588,-87.51189549203895,-87.63432971544346,-89.04427338969066,-91.75680378713962,-99.14316310202892,-92.49540233943738,-82.53002952828348,-83.87047353038948,-87.88928407177121,-92.5599875857312,-98.12079986891813,-91.611173093853,-84.91805181545794,-85.6359788489446,-87.67405498023746,-91.61264203035047,-98.40852369836618,-91.65062840271327,-85.81272114964514,-86.05121724993705,-87.58247894931165,-91.09892441372916,-98.76373115011577,-91.63009050859645,-90.78630683589739,-90.96840124925278,-92.57030003022533,-95.1651583058863,-100.38171768376807,-95.3522514701284,-86.39562542718205,-87.09302105103595,-89.43942097647263,-92.99814506436665,-99.15625057230417,-92.9310346675101
07-experience1,-85.04613823093419,-86.42694012801948,-90.2928956546582,-95.58671159300408,-101.33704839891506,-94.52487971794179,-87.0271082041973,-88.17065268069796,-90.99292735951425,-95.78913447456135,-102.01879453917566,-95.22887797278749,-88.60833418404144,-89.5498553980471,-91.93298900518926,-96.04920932053075,-102.77440391488899,-95.92486303168886,-89.65422464188363,-90.38834716613825,-92.41027030986479,-95.69488980677585,-102.14435541326519,-95.8440734781541,-85.28880970034348,-86.69708078387924,-90.52932114302283,-95.9895411426091,-101.75144228982614,-94.8846752493552,-87.06934261298699,-88.28330275085338,-91.17928767556477,-96.17180746136914,-102.35753642962459,-95.51989076896277,-88.45049373676684,-89.45912764550424,-91.9838271613531,-95.77897238129091,-102.48340798879192,-95.7107344231413,-87.98311656485248,-88.93975362698312,-91.34501769669244,-94.71992631282895,-101.28736886361096,-94.77259784552857,-83.94352755892614,-85.3919577079063,-89.34568910899148,-95.0216210276711,-100.83494768000295,-93.83658382003514,-85.11333545049152,-86.26409260840177,-88.99683786504161,-93.87741791220107,-100.57534690292792,-93.42610137861593,-86.25180205092354,-87.17520620128792,-89.59906336905682,-93.66914728929,-101.05387607778437,-93.71719246175341,-91.22794492958556,-92.27119540933475,-94.93798803394449,-98.41479200081329,-103.43984995253167,-97.99033172578537,-87.02142563246194,-88.17444082121904,-91.15114976406412,-95.75365519876301,-102.0152701233341,-95.22766399205139
07-experience2,-84.82684269642992,-86.20919636717252,-90.0943004985281,-95.1444662547544,-100.83084575037617,-94.13575520844658,-86.80015912069274,-87.94251346671697,-90.84339584057747,-95.28002813878646,-101.35536016731552,-94.7734595470815,-88.55461454721254,-89.42951393353715,-91.71002079675526,-95.47571765449202,-102.212020321912,-95.4864929527499,-89.85780193735391,-90.41321062808393,-92.15199457026642,-95.14068105918251,-101.65283472456268,-95.46881587134324,-85.04558078905474,-86.44527843600302,-90.31916608990005,-95.4639930598075,-101.15930315018133,-94.42962519595449,-86.80120898381274,-88.01007249180395,-90.97764989459054,-95.62277472423682,-101.77745606678062,-95.05350577962243,-88.37655041658296,-89.33950708576637,-91.74807969975483,-95.18655571240384,-101.68212280269321,-95.20089449146548,-88.16641413910699,-89.01323784401046,-91.16128492414174,-94.22747667018282,-100.50180828123905,-94.36191026261795,-83.98589589236094,-85.40293238006802,-89.21790671770871,-94.59206081179757,-100.40032504068455,-93.5271821244938,-84.99651730542658,-86.1190133025562,-88.77730566259908,-93.33807493125411,-100.06693462445818,-93.0081510022371,-86.34613410258336,-87.19330396986953,-89.4256399717998,-93.24296193339724,-100.69795310320372,-93.43032895025496,-91.66463669622863,-92.51734491254498,-94.816029070165,-97.70574379122816,-102.189525213672,-97.41476707736453,-86.91004999867351,-88.02525843455129,-90.95206151221797,-95.22130206248852,-101.38934200042922,-94.78565842277143
07-experience3,-85.5299630363628,-86.8182478803669,-90.4250998481296,-94.98844709078324,-100.88217272959648,-94.2426754497375,-87.51039936625082,-88.47144633900697,-90.91945853349446,-95.09835790528895,-101.64817549591189,-94.89643535523322,-89.00835610086632,-89.65265609748813,-91.59346207515834,-95.1624058437078,-102.34881489554229,-95.43573378090535,-89.78635379332755,-90.28409671461637,-91.85218255507347,-94.64690362704431,-101.78015817652533,-95.22840948260301,-85.50286975780334,-86.85100837347512,-90.64764482973786,-95.32308635919138,-101.39047711020116,-94.54316043528806,-87.38366474885666,-88.45175973574145,-91.06117268117089,-95.34439509505805,-101.89928692735572,-95.06945924119195,-88.87117046371954,-89.61166416667288,-91.56943798937615,-94.8243592732417,-102.54423833706808,-95.31224851920265,-88.4164610788502,-89.09974864480326,-90.92408490880015,-93.82750850238568,-101.42660095484375,-94.42305852802987,-84.21217227496655,-85.59098533728422,-89.48557462423045,-94.35990969690755,-100.32099974107369,-93.47108252252495,-85.38182319095849,-86.31968951250519,-88.64680338686671,-93.05004442429885,-100.37341229473832,-93.0007046736521,-86.54645768587291,-87.20021184315476,-89.12145507286634,-92.83607187547327,-101.04005501620593,-93.32305855820388,-91.73717587971761,-92.54824848309391,-94.71870448025665,-97.62860810294056,-102.94810921628826,-97.57031383470215,-87.39608565795206,-88.36281882279098,-90.98894075428937,-94.96531401877064,-101.70806571906024,-94.8361922617151
07-experience4,-86.6028170765115,-87.81378650860793,-90.88846178767727,-95.74933899369441,-101.88737333888596,-95.08955241916365,-87.93020324948893,-88.89104772216896,-91.19844518635662,-95.75425637993823,-102.54792017073387,-95.5283650294571,-89.02241381935468,-89.7471907765952,-91.78687654842429,-95.73070447025043,-103.18059320975495,-95.92961342848884,-90.07346637963255,-90.50226346270998,-92.10475377793429,-95.18398924863101,-102.28410116413072,-95.67186881494432,-86.68511854532045,-87.90748256391306,-91.16397925534756,-96.02830493453033,-102.2280267894319,-95.34540195435471,-87.74085299106017,-88.77391442663748,-91.33172399788148,-96.00765849844672,-102.83809161099639,-95.69761836860803,-88.85051835683194,-89.64911386065,-91.77311406185726,-95.35474362764909,-103.02652100533965,-95.69353951171091,-88.68361154357756,-89.36826833940182,-91.25727649248702,-94.31203356491739,-101.53516322703953,-94.75512154851936,-85.5322364232542,-86.79505758700343,-90.0518519837976,-95.12832472761627,-101.32339218717685,-94.37650877362708,-85.4790827020253,-86.45777224256113,-88.8945425298079,-93.59129831706728,-100.9681541322158,-93.44126252317366,-86.68280900084123,-87.38028950679852,-89.43319938288698,-93.33197210279181,-101.4624459165642,-93.71462871445004,-92.23545224548627,-92.95504235863959,-95.05051907089856,-98.03468313623118,-103.10533842803554,-97.91604338581536,-87.87159347049393,-88.82218761956675,-91.31183859230421,-95.58679357398897,-102.45725862715842,-95.42893373332114
08-baseline1,-84.08729504660855,-84.60075480428493,-86.99307320464163,-92.10353001091806,-98.53622824914186,-91.6487578727521,-85.77201812318373,-86.02638498931748,-87.59929946468563,-92.35819896805083,-98.07487005671199,-92.01967730751953,-86.34393068117231,-86.24330457217926,-87.56874999412719,-93.82318704517431,-101.50881538566152,-93.6132365414917,-85.18920093491651,-83.6320675824368,-84.36012770437092,-92.66145602765133,-102.31441958415544,-92.59439973065439,-84.21803805831837,-84.7137716717761,-87.10302034391822,-92.35556641089615,-99.27614091537728,-91.98252312114887,-85.66113313421135,-85.9236654442241,-87.58059361652201,-93.05583933302934,-100.99029641684365,-93.03924102356986,-86.46494098205598,-86.44793962869736,-87.81037002523664,-93.91441632481674,-101.719274836028,-93.76363111877353,-86.05220077140176,-85.01260452438825,-86.06877459036001,-93.2742774195415,-102.15914059872344,-93.22656797708954,-83.32046613891944,-83.83509033800613,-86.37973929303075,-91.67556215724841,-98.64992720348286,-91.27001434862814,-83.76719343123712,-83.95756342981832,-85.43504527588834,-91.23059765993919,-99.77182332307864,-91.31270499143668,-84.34597596086867,-83.83941098356732,-85.02653549623577,-92.24500233254284,-101.18833520036071,-92.12852709380164,-88.7048932124573,-87.3887875998235,-88.27908614749742,-95.71995124692171,-104.22873124597679,-95.56843756858679,-85.41553714228857,-85.48249237626956,-87.16859363720357,-92.95568164281809,-100.37412844279125,-92.73025116554213
08-baseline2,-83.38802447664418,-83.58418925971566,-85.73024641963642,-91.70256982072078,-97.84488448140014,-90.997623555274,-85.32106170911334,-85.20051128482243,-86.59855765559834,-92.5054744617073,-99.65737977445787,-92.25382151633613,-86.09061270674064,-85.6147197335356,-86.7267651720185,-93.2921106549345,-101.47633400050277,-93.1937430560757,-85.00266123419209,-83.00038092924432,-83.65537616552659,-91.87261811724589,-101.80522901392419,-91.95982723913801,-83.35485517320932,-83.55024299012038,-85.7351730572596,-91.69697379827466,-98.01827681735357,-91.03223453562093,-85.09684114625132,-84.9752076764463,-86.404708097492,-92.59883508393892,-100.4988304896854,-92.44185910221282,-86.11430076338671,-85.7467846906761,-86.86767285524549,-93.36240926403758,-101.29701726653829,-93.21021431638232,-85.76186168532007,-84.4125058510449,-85.3180860341084,-92.62903754997208,-101.72999210254066,-92.66481028016993,-82.4084507504889,-82.64488547217573,-85.01043241660238,-91.29531534412305,-97.63525653813025,-90.49808290331465,-83.44821107859474,-83.20705573810386,-84.40075724833605,-90.88091812608745,-99.42563269132586,-90.85842373607429,-84.16343529918623,-83.21071575960553,-84.20394394938646,-91.6181785453534,-100.69343667352146,-91.55934901460724,-88.37006715181255,-86.68438684107781,-87.49938509843992,-94.9506607627535,-103.90172500914483,-94.95861250465832,-84.92130438432277,-84.63300116370118,-86.11033942280909,-92.49774992252566,-100.06004345084075,-92.20546282493004
08-induction1,-84.5222478907588,-85.00536398719066,-87.42872799561812,-92.91639061836884,-100.03156074525432,-92.51589995193633,-86.22010935878208,-86.39250309953073,-88.02135027025054,-93.69573036528739,-101.98285632299688,-93.72218901798489,-87.04491351047304,-86.83921478976413,-88.07674721299713,-94.42650964398337,-103.01541440966957,-94.44187049353334,-86.41742024102349,-84.62607679881137,-85.32019936588145,-93.21348555518648,-103.07474584246407,-93.35112460102157,-84.74538310928381,-85.16021799616999,-87.4282751448405,-92.7052241886253,-99.47163410500276,-92.31864703616148,-86.17733506071197,-86.29595850570692,-87.79591694079258,-93.5756079785979,-101.88777549083528,-93.60788851379903,-87.05289473372403,-86.95816874297482,-88.17411781173757,-94.42017511444952,-102.51740630250478,-94.33694850597212,-86.91750828305041,-85.8407722387254,-86.8063981669787,-93.81139316742878,-102.8410415942079,-93.88185519277037,-83.53669489624524,-84.06590377689713,-86.66628937614891,-92.1852013759452,-98.9057493870627,-91.63666677087015,-84.28175220545046,-84.30490556971841,-85.65728650565552,-91.65058226928782,-100.32429219363031,-91.74822949766954,-85.08019112766503,-84.41654983411514,-85.49899753586104,-92.63233198113123,-101.68874269499437,-92.60630891502176,-89.59243700976737,-88.05624454943467,-88.95368118089746,-96.32159884812963,-105.38552043761368,-96.3513358650717,-85.98986058920244,-85.96221664850297,-87.5776105052797,-93.58785408513636,-101.615961749639,-93.47149355001962
08-induction2,-84.26474449097503,-84.51619646407161,-86.64788664489598,-92.45176881855463,-99.84657285086504,-92.10782194106011,-85.97466597178229,-85.89032456819454,-87.27340391923305,-93.24382856616813,-101.88567901386064,-93.3449820541618,-86.47252173462871,-86.08828674990139,-87.26433013698096,-93.7322707018738,-102.46849873313832,-93.7791603612789,-85.3922509020833,-83.5658399334067,-84.28036912340525,-92.04203297400842,-101.83368621498772,-92.20118238794025,-84.07031223575942,-84.35746504041778,-86.52829544739944,-92.13198589738553,-99.0126935873536,-91.70817432301953,-85.58633628326116,-85.5833832289414,-87.0105935258303,-92.91284126524432,-101.31834938153433,-92.95839721854682,-86.3496564140871,-86.0784216511309,-87.23816467129176,-93.53343486181934,-101.80292432291962,-93.50740104219959,-85.77178363121547,-84.46410085221368,-85.41497358276956,-92.6723182623729,-102.07700428210907,-92.78688009521494,-83.16140461399698,-83.46785821337139,-85.86318505623863,-91.65234494796044,-98.64791510004278,-91.15477878995358,-83.72809757515242,-83.62269330704285,-84.94810889010505,-91.12551053083621,-100.06491195203802,-91.25259770411584,-84.41441875857174,-83.58522271530165,-84.63602918574442,-91.84785208349611,-101.18085695114324,-91.89031474132085,-88.6124938971719,-87.03910515834403,-87.85618208149401,-95.09208387711351,-103.98304002115708,-95.13797586369132,-85.41932999897571,-85.21849496624806,-86.71639144489943,-92.90531555837799,-101.11981318699753,-92.82276693903181
08-induction3,-83.89337127581963,-84.35089578534058,-86.81910481953358,-91.69051116172592,-97.26250260775326,-91.08269286278434,-85.78169977300792,-85.91389790448466,-87.62552034024912,-92.58239887920165,-99.28280485590417,-92.41489251139096,-86.63665823988511,-86.35946553709405,-87.75682978011704,-93.35708217893462,-100.68649812747175,-93.25760686809815,-86.20836279136847,-84.60137067774943,-85.54155950692606,-92.5918101972872,-101.31270785731786,-92.62962085071311,-83.76293393016945,-84.24782424104235,-86.79726726876254,-91.43753708707116,-96.75818720909311,-90.81724103545275,-85.49205372871546,-85.64314518984501,-87.43818700902261,-92.5135126184809,-99.22742284504348,-92.29527498233558,-86.60058185136441,-86.44934293369892,-87.90687168292419,-93.28688336044462,-99.9724717203118,-93.06789508907679,-86.70094201480853,-85.72933292622234,-86.96709071339771,-93.23936668358665,-101.05126348448243,-93.16026744417746,-82.7216295373125,-83.25534683169128,-86.08445828143813,-91.25127281780725,-96.59337669355887,-90.41756040644717,-84.02292715309777,-84.03181777873249,-85.66326166531496,-91.27950061305829,-98.84821432904123,-91.15962951785107,-84.87627326662029,-84.26331567863315,-85.68753092077142,-92.11496117945558,-100.18566319868187,-91.98086031702795,-89.04367274877548,-87.76716988419713,-88.94632180612537,-95.40518494452414,-103.16877624946126,-95.30024373131097,-85.43640526191803,-85.41374534413981,-87.23488025385328,-92.54276715435816,-99.16134578367947,-92.24308475137215
08-induction4,-83.96707432279379,-84.60256283543032,-87.37096295678325,-92.99551485489,-100.08463697572662,-92.4632009401329,-85.63663784531413,-85.94740065182773,-87.82230889665229,-93.64397556494383,-101.02769331638672,-93.3373470727008,-86.53503558952775,-86.54610832764257,-88.02597494550096,-94.47028321718298,-102.41132587050258,-94.22517080162511,-86.22668758939994,-85.19390055506855,-86.3407200858318,-93.40811880332396,-100.8649630492285,-93.02602504683296,-83.9378671960628,-84.59313041160844,-87.30102648309996,-92.70260902116542,-99.34317027080174,-92.13516903630199,-85.30079019138519,-85.6103133162594,-87.5079104788356,-93.46368842631206,-101.50921318010555,-93.27786448551481,-86.4447370666349,-86.47116062162345,-87.99273106849014,-94.35615518028963,-102.01438752836359,-94.05472958889608,-86.30616650829188,-85.83635653184432,-87.34118603738746,-94.16156113308476,-102.07797435879726,-93.84056700733983,-83.46848116119946,-84.0929415969479,-86.74673598066802,-92.3223791447176,-99.17265758010205,-91.76905088402998,-83.73353216896753,-83.88553780820985,-85.41491918410578,-91.6650474800544,-100.06738374204357,-91.56951621766368,-84.56836571687172,-84.31367889249262,-85.75211008274967,-92.87833798978782,-101.42632543010171,-92.61524892214138,-89.18553640007123,-88.41554153353859,-89.68065487951682,-95.4126748797756,-100.74569473063477,-94.85030065987038,-85.38609225542746,-85.58790027276513,-87.52879135810298,-93.57215123600334,-101.03659342237545,-93.21689480042491
